timestamp,cpu,ram
2025-12-11 00:00:00,32.483570765056164,54.19089030342903
2025-12-11 00:05:00,29.7449761948353,53.51940099361795
2025-12-11 00:10:00,34.110830437810186,46.940581697708666
2025-12-11 00:15:00,38.92321186664299,52.332036813241274
2025-12-11 00:20:00,30.572347981336485,45.55599089866024
2025-12-11 00:25:00,31.006652712293388,51.839071952574336
2025-12-11 00:30:00,40.506587921937985,57.59360115460646
2025-12-11 00:35:00,36.879641369562876,49.25299091220528
2025-12-11 00:40:00,31.125591623663848,49.78431152786013
2025-12-11 00:45:00,36.61460665825239,54.76413352925675
2025-12-11 00:50:00,32.01170381469975,48.02246714156435
2025-12-11 00:55:00,32.42506907867217,50.925412970439076
2025-12-11 01:00:00,36.38619225988058,54.77970446951184
2025-12-11 01:05:00,26.030179057330848,51.24804379254441
2025-12-11 01:10:00,27.3895268275203,52.59725253604041
2025-12-11 01:15:00,33.617351659858365,55.68564825393543
2025-12-11 01:20:00,31.776247264841253,54.859255056159434
2025-12-11 01:25:00,38.8199974286504,54.53012737567791
2025-12-11 01:30:00,33.11354826969574,52.84082614985918
2025-12-11 01:35:00,30.993415290498284,55.09030138504884
2025-12-11 01:40:00,45.78060907942176,53.72419127148935
2025-12-11 01:45:00,37.716892301947354,55.57736877220394
2025-12-11 01:50:00,39.57261328814029,52.814958185869465
2025-12-11 01:55:00,32.49603444732047,53.853040892650306
2025-12-11 02:00:00,37.27808637737409,51.51901401667998
2025-12-11 02:05:00,40.93007811175976,54.465108217180216
2025-12-11 02:10:00,34.99102427982496,52.211437515912465
2025-12-11 02:15:00,42.9898947521204,51.369639855562475
2025-12-11 02:20:00,38.4683352774269,55.548099738749286
2025-12-11 02:25:00,40.36772421830526,55.463641984589394
2025-12-11 02:30:00,39.16669551902743,87.22029412545288
2025-12-11 02:35:00,51.779860366225876,53.6174683646095
2025-12-11 02:40:00,42.78826607004112,56.16707901188645
2025-12-11 02:45:00,37.898361657221876,56.62027656540004
2025-12-11 02:50:00,47.62452871282915,56.32004474722265
2025-12-11 02:55:00,37.726042865790276,52.51946935779222
2025-12-11 03:00:00,45.18645359875473,55.448090446813566
2025-12-11 03:05:00,34.64892862179623,56.08885129436263
2025-12-11 03:10:00,38.104616491710324,55.007258724451695
2025-12-11 03:15:00,46.02110232892516,48.70845087346579
2025-12-11 03:20:00,49.013221762356615,55.424389343296625
2025-12-11 03:25:00,46.45453106780749,61.54843819152652
2025-12-11 03:30:00,45.288825393883506,53.791555114336205
2025-12-11 03:35:00,44.6233736074032,52.641191363450446
2025-12-11 03:40:00,38.9904309339427,55.89216197431732
2025-12-11 03:45:00,43.03017120407736,55.64891383744817
2025-12-11 03:50:00,44.56463506145877,58.22264560304825
2025-12-11 03:55:00,52.38384854455351,50.79652657947226
2025-12-11 04:00:00,49.038599523531076,56.683028152061
2025-12-11 04:05:00,38.719334337336484,56.172013999543324
2025-12-11 04:10:00,49.36063651053841,53.87931465040177
2025-12-11 04:15:00,46.012043428572184,55.22001389619165
2025-12-11 04:20:00,44.741545739203204,57.18376175658369
2025-12-11 04:25:00,51.36461102659327,56.59706417932733
2025-12-11 04:30:00,53.63258826270549,50.429135051448114
2025-12-11 04:35:00,53.29655798123696,56.190146747058165
2025-12-11 04:40:00,44.597764799604974,53.400550990452196
2025-12-11 04:45:00,47.39254071064604,53.67171341703688
2025-12-11 04:50:00,50.73065617198235,53.524753470678405
2025-12-11 04:55:00,54.07872272333037,52.70017236921784
2025-12-11 05:00:00,46.922645336554915,56.565503548087776
2025-12-11 05:05:00,48.49854651294615,52.572524180546566
2025-12-11 05:10:00,43.99424527236853,49.29223330204378
2025-12-11 05:15:00,43.634672487661256,51.291454616629
2025-12-11 05:20:00,53.75878417221515,52.8233648147663
2025-12-11 05:25:00,56.54843035220932,55.78431341690339
2025-12-11 05:30:00,49.468846619574535,53.70958415921503
2025-12-11 05:35:00,54.89879125390651,49.1466614101521
2025-12-11 05:40:00,51.73207408707308,58.94623639682134
2025-12-11 05:45:00,46.73157969174645,52.0719230451186
2025-12-11 05:50:00,51.78794245917923,54.88533226614891
2025-12-11 05:55:00,57.685423373928025,50.38031613016465
2025-12-11 06:00:00,49.82086980445024,52.20667945191456
2025-12-11 06:05:00,57.81845882066821,52.891101350289254
2025-12-11 06:10:00,36.88223891118843,53.788437249497676
2025-12-11 06:15:00,54.06669098664819,53.06229214263571
2025-12-11 06:20:00,50.35912930302576,52.258405145517024
2025-12-11 06:25:00,48.38609001211705,48.443591889178556
2025-12-11 06:30:00,50.287701110153726,47.41618330926263
2025-12-11 06:35:00,39.82938563635075,49.86746725642632
2025-12-11 06:40:00,48.5977956210566,51.40303076228891
2025-12-11 06:45:00,51.40126846562334,47.66539139296421
2025-12-11 06:50:00,56.91539036610625,51.25501002234552
2025-12-11 06:55:00,46.83549030489699,52.13944910886636
2025-12-11 07:00:00,45.27604851131542,44.75103724277974
2025-12-11 07:05:00,46.69221186979589,44.70406942240197
2025-12-11 07:10:00,53.651349603474905,46.50510402180951
2025-12-11 07:15:00,50.58235813820054,47.55716835785261
2025-12-11 07:20:00,46.14505139688298,44.765572884809345
2025-12-11 07:25:00,51.20649455122275,50.09780838448249
2025-12-11 07:30:00,48.96297839696594,47.012452070031706
2025-12-11 07:35:00,53.149454535053394,45.55491171897774
2025-12-11 07:40:00,44.61589027134624,40.82257357827945
2025-12-11 07:45:00,46.29914409766492,40.87414453026491
2025-12-11 07:50:00,45.779675897903644,45.35361474340951
2025-12-11 07:55:00,40.21696037348957,37.79964833200037
2025-12-11 08:00:00,48.801109461011656,46.920197905470026
2025-12-11 08:05:00,48.40351377435838,43.090826851775645
2025-12-11 08:10:00,46.893396199470025,52.97587311785574
2025-12-11 08:15:00,45.45645657917516,49.85010358209025
2025-12-11 08:20:00,39.30618717552776,42.06037545726141
2025-12-11 08:25:00,44.025665471522856,41.96283978525481
2025-12-11 08:30:00,44.15349422319086,44.94463742530686
2025-12-11 08:35:00,41.58630331574955,46.74252095253359
2025-12-11 08:40:00,44.514460304049514,36.393248968906825
2025-12-11 08:45:00,47.057050433652236,35.62192054238808
2025-12-11 08:50:00,54.176476242255134,38.7881863938169
2025-12-11 08:55:00,45.32016830535431,42.07543602504001
2025-12-11 09:00:00,45.42988757734477,41.49062077152279
2025-12-11 09:05:00,43.45803153681456,42.88209108943314
2025-12-11 09:10:00,33.917948075817996,35.74661660442404
2025-12-11 09:15:00,43.05434692475529,32.070521472641225
2025-12-11 09:20:00,43.15690324343593,41.266706444691565
2025-12-11 09:25:00,54.83468000610762,35.882408058324835
2025-12-11 09:30:00,41.21342375626881,31.986643523533314
2025-12-11 09:35:00,43.333929678939704,38.15334044502939
2025-12-11 09:40:00,41.2979698784947,39.774804399652076
2025-12-11 09:45:00,35.26801447229438,36.70747377339424
